Temps,Altitude_m,Position_X,Position_Y,Masse_kg,Etat_Mission
30.84,14.1,36.44,-11.09,14.63,SHIFT_TO_ROW2
30.85,14.1,36.45,-11.1,14.63,SHIFT_TO_ROW2
30.85,14.1,36.46,-11.11,14.63,SHIFT_TO_ROW2
30.86,14.1,36.47,-11.13,14.63,SHIFT_TO_ROW2
30.86,14.1,36.48,-11.14,14.63,SHIFT_TO_ROW2
30.87,14.1,36.49,-11.15,14.63,SHIFT_TO_ROW2
30.88,14.1,36.5,-11.17,14.63,SHIFT_TO_ROW2
30.88,14.1,36.51,-11.18,14.63,SHIFT_TO_ROW2
30.89,14.1,36.52,-11.19,14.63,SHIFT_TO_ROW2
30.9,14.1,36.53,-11.2,14.63,SHIFT_TO_ROW2
30.91,14.1,36.54,-11.22,14.63,SHIFT_TO_ROW2
30.91,14.1,36.55,-11.23,14.63,SHIFT_TO_ROW2
30.92,14.1,36.56,-11.24,14.63,SHIFT_TO_ROW2
30.92,14.1,36.57,-11.26,14.63,SHIFT_TO_ROW2
30.93,14.1,36.58,-11.27,14.63,SHIFT_TO_ROW2
30.94,14.1,36.59,-11.28,14.63,SHIFT_TO_ROW2
30.94,14.1,36.6,-11.29,14.63,SHIFT_TO_ROW2
30.95,14.1,36.61,-11.31,14.63,SHIFT_TO_ROW2
30.95,14.1,36.62,-11.32,14.63,SHIFT_TO_ROW2
30.96,14.1,36.63,-11.33,14.63,SHIFT_TO_ROW2
30.96,14.1,36.64,-11.35,14.63,SHIFT_TO_ROW2
30.97,14.1,36.65,-11.36,14.63,SHIFT_TO_ROW2
30.98,14.1,36.66,-11.37,14.63,SHIFT_TO_ROW2
30.99,14.1,36.67,-11.39,14.63,SHIFT_TO_ROW2
30.99,14.1,36.68,-11.4,14.63,SHIFT_TO_ROW2
31.0,14.1,36.69,-11.41,14.63,SHIFT_TO_ROW2
31.01,14.1,36.7,-11.42,14.63,SHIFT_TO_ROW2
31.01,14.1,36.71,-11.44,14.63,SHIFT_TO_ROW2
31.02,14.1,36.72,-11.45,14.63,SHIFT_TO_ROW2
31.02,14.1,36.73,-11.46,14.63,SHIFT_TO_ROW2
31.03,14.1,36.74,-11.48,14.63,SHIFT_TO_ROW2
31.03,14.1,36.75,-11.49,14.63,SHIFT_TO_ROW2
31.04,14.1,36.76,-11.5,14.63,SHIFT_TO_ROW2
31.04,14.1,36.77,-11.52,14.63,SHIFT_TO_ROW2
31.05,14.1,36.78,-11.53,14.63,SHIFT_TO_ROW2
31.06,14.1,36.79,-11.54,14.63,SHIFT_TO_ROW2
31.06,14.1,36.8,-11.56,14.63,SHIFT_TO_ROW2
31.07,14.1,36.81,-11.57,14.63,SHIFT_TO_ROW2
31.07,14.1,36.82,-11.58,14.63,SHIFT_TO_ROW2
31.08,14.1,36.83,-11.6,14.63,SHIFT_TO_ROW2
31.09,14.1,36.84,-11.61,14.63,SHIFT_TO_ROW2
31.09,14.1,36.85,-11.62,14.63,SHIFT_TO_ROW2
31.1,14.1,36.86,-11.63,14.63,SHIFT_TO_ROW2
31.1,14.1,36.87,-11.65,14.63,SHIFT_TO_ROW2
31.11,14.1,36.88,-11.66,14.63,SHIFT_TO_ROW2
31.11,14.1,36.89,-11.67,14.63,SHIFT_TO_ROW2
31.12,14.1,36.9,-11.69,14.63,SHIFT_TO_ROW2
31.13,14.1,36.91,-11.7,14.63,SHIFT_TO_ROW2
31.13,14.1,36.92,-11.71,14.63,SHIFT_TO_ROW2
31.14,14.1,36.92,-11.73,14.63,SHIFT_TO_ROW2
31.14,14.1,36.93,-11.74,14.63,SHIFT_TO_ROW2
31.15,14.1,36.94,-11.75,14.63,SHIFT_TO_ROW2
31.15,14.1,36.95,-11.77,14.63,SHIFT_TO_ROW2
31.16,14.1,36.96,-11.78,14.63,SHIFT_TO_ROW2
31.17,14.1,36.97,-11.79,14.63,SHIFT_TO_ROW2
31.17,14.1,36.98,-11.81,14.63,SHIFT_TO_ROW2
31.18,14.1,36.99,-11.82,14.63,SHIFT_TO_ROW2
31.18,14.1,37.0,-11.83,14.63,SHIFT_TO_ROW2
31.19,14.1,37.01,-11.85,14.63,SHIFT_TO_ROW2
31.19,14.1,37.02,-11.86,14.63,SHIFT_TO_ROW2
31.2,14.1,37.03,-11.87,14.63,SHIFT_TO_ROW2
31.2,14.1,37.04,-11.89,14.63,SHIFT_TO_ROW2
31.21,14.1,37.05,-11.9,14.63,SHIFT_TO_ROW2
31.21,14.1,37.06,-11.91,14.63,SHIFT_TO_ROW2
31.22,14.1,37.07,-11.93,14.63,SHIFT_TO_ROW2
31.23,14.1,37.08,-11.94,14.63,SHIFT_TO_ROW2
31.23,14.1,37.09,-11.96,14.63,SHIFT_TO_ROW2
31.24,14.1,37.1,-11.97,14.63,SHIFT_TO_ROW2
31.24,14.1,37.11,-11.98,14.63,SHIFT_TO_ROW2
31.25,14.1,37.11,-12.0,14.63,SHIFT_TO_ROW2
31.26,14.1,37.12,-12.01,14.63,SHIFT_TO_ROW2
31.26,14.1,37.13,-12.02,14.63,SHIFT_TO_ROW2
31.27,14.1,37.14,-12.04,14.63,SHIFT_TO_ROW2
31.28,14.1,37.15,-12.05,14.63,SHIFT_TO_ROW2
31.29,14.1,37.16,-12.06,14.63,SHIFT_TO_ROW2
31.29,14.1,37.17,-12.08,14.63,SHIFT_TO_ROW2
31.3,14.1,37.18,-12.09,14.63,SHIFT_TO_ROW2
31.3,14.1,37.19,-12.1,14.63,SHIFT_TO_ROW2
31.31,14.1,37.2,-12.12,14.63,SHIFT_TO_ROW2
31.32,14.1,37.21,-12.13,14.63,SHIFT_TO_ROW2
31.32,14.1,37.22,-12.14,14.63,SHIFT_TO_ROW2
31.33,14.1,37.23,-12.16,14.63,SHIFT_TO_ROW2
31.34,14.1,37.24,-12.17,14.63,SHIFT_TO_ROW2
31.34,14.1,37.25,-12.19,14.63,SHIFT_TO_ROW2
31.35,14.1,37.26,-12.2,14.63,SHIFT_TO_ROW2
31.36,14.1,37.27,-12.21,14.63,SHIFT_TO_ROW2
31.36,14.1,37.27,-12.23,14.63,SHIFT_TO_ROW2
31.37,14.1,37.28,-12.24,14.63,SHIFT_TO_ROW2
31.37,14.1,37.29,-12.25,14.63,SHIFT_TO_ROW2
31.38,14.1,37.3,-12.27,14.63,SHIFT_TO_ROW2
31.39,14.1,37.31,-12.28,14.63,SHIFT_TO_ROW2
31.4,14.1,37.32,-12.29,14.63,SHIFT_TO_ROW2
31.4,14.1,37.33,-12.31,14.63,SHIFT_TO_ROW2
31.41,14.1,37.34,-12.32,14.63,SHIFT_TO_ROW2
31.41,14.1,37.35,-12.34,14.63,SHIFT_TO_ROW2
31.42,14.1,37.36,-12.35,14.63,SHIFT_TO_ROW2
31.42,14.1,37.37,-12.36,14.63,SHIFT_TO_ROW2
31.43,14.1,37.38,-12.38,14.63,SHIFT_TO_ROW2
31.44,14.1,37.39,-12.39,14.63,SHIFT_TO_ROW2
31.44,14.1,37.39,-12.4,14.63,SHIFT_TO_ROW2
31.45,14.1,37.4,-12.42,14.63,SHIFT_TO_ROW2
31.45,14.1,37.41,-12.43,14.63,SHIFT_TO_ROW2
31.46,14.1,37.42,-12.45,14.63,SHIFT_TO_ROW2
31.47,14.1,37.43,-12.46,14.63,SHIFT_TO_ROW2
31.47,14.1,37.44,-12.47,14.63,SHIFT_TO_ROW2
31.48,14.1,37.45,-12.49,14.63,SHIFT_TO_ROW2
31.48,14.1,37.46,-12.5,14.63,SHIFT_TO_ROW2
31.49,14.1,37.47,-12.51,14.63,SHIFT_TO_ROW2
31.49,14.1,37.48,-12.53,14.63,SHIFT_TO_ROW2
31.5,14.1,37.49,-12.54,14.63,SHIFT_TO_ROW2
31.51,14.1,37.5,-12.56,14.63,SHIFT_TO_ROW2
31.51,14.1,37.5,-12.57,14.63,SHIFT_TO_ROW2
31.52,14.1,37.51,-12.58,14.63,SHIFT_TO_ROW2
31.52,14.1,37.52,-12.6,14.63,SHIFT_TO_ROW2
31.53,14.1,37.53,-12.61,14.63,SHIFT_TO_ROW2
31.54,14.1,37.54,-12.63,14.63,SHIFT_TO_ROW2
31.54,14.1,37.55,-12.64,14.63,SHIFT_TO_ROW2
31.55,14.1,37.56,-12.65,14.63,SHIFT_TO_ROW2
31.56,14.1,37.57,-12.67,14.63,SHIFT_TO_ROW2
31.56,14.1,37.58,-12.68,14.63,SHIFT_TO_ROW2
31.57,14.1,37.59,-12.69,14.63,SHIFT_TO_ROW2
31.57,14.1,37.6,-12.71,14.63,SHIFT_TO_ROW2
31.58,14.1,37.6,-12.72,14.63,SHIFT_TO_ROW2
31.58,14.1,37.61,-12.74,14.63,SHIFT_TO_ROW2
31.59,14.1,37.62,-12.75,14.63,SHIFT_TO_ROW2
31.59,14.1,37.63,-12.76,14.63,SHIFT_TO_ROW2
31.6,14.1,37.64,-12.78,14.63,SHIFT_TO_ROW2
31.61,14.1,37.65,-12.79,14.63,SHIFT_TO_ROW2
31.61,14.1,37.66,-12.81,14.63,SHIFT_TO_ROW2
31.62,14.1,37.67,-12.82,14.63,SHIFT_TO_ROW2
31.62,14.1,37.68,-12.83,14.63,SHIFT_TO_ROW2
31.63,14.1,37.69,-12.85,14.63,SHIFT_TO_ROW2
31.63,14.1,37.69,-12.86,14.63,SHIFT_TO_ROW2
31.64,14.1,37.7,-12.88,14.63,SHIFT_TO_ROW2
31.65,14.1,37.71,-12.89,14.63,SHIFT_TO_ROW2
31.65,14.1,37.72,-12.91,14.63,SHIFT_TO_ROW2
31.66,14.1,37.73,-12.92,14.63,SHIFT_TO_ROW2
31.66,14.1,37.74,-12.93,14.63,SHIFT_TO_ROW2
31.67,14.1,37.75,-12.95,14.63,SHIFT_TO_ROW2
31.67,14.1,37.76,-12.96,14.63,SHIFT_TO_ROW2
31.68,14.1,37.77,-12.98,14.63,SHIFT_TO_ROW2
31.69,14.1,37.77,-12.99,14.63,SHIFT_TO_ROW2
31.69,14.1,37.78,-13.0,14.63,SHIFT_TO_ROW2
31.7,14.1,37.79,-13.02,14.63,SHIFT_TO_ROW2
31.7,14.1,37.8,-13.03,14.63,SHIFT_TO_ROW2
31.71,14.1,37.81,-13.05,14.63,SHIFT_TO_ROW2
31.71,14.1,37.82,-13.06,14.63,SHIFT_TO_ROW2
31.72,14.1,37.83,-13.07,14.63,SHIFT_TO_ROW2
31.72,14.1,37.84,-13.09,14.63,SHIFT_TO_ROW2
31.73,14.1,37.85,-13.1,14.63,SHIFT_TO_ROW2
31.73,14.1,37.85,-13.12,14.63,SHIFT_TO_ROW2
31.74,14.1,37.86,-13.13,14.63,SHIFT_TO_ROW2
31.75,14.1,37.87,-13.15,14.63,SHIFT_TO_ROW2
31.75,14.1,37.88,-13.16,14.63,SHIFT_TO_ROW2
31.76,14.1,37.89,-13.17,14.63,SHIFT_TO_ROW2
31.76,14.1,37.9,-13.19,14.63,SHIFT_TO_ROW2
31.77,14.1,37.91,-13.2,14.63,SHIFT_TO_ROW2
31.77,14.1,37.92,-13.22,14.63,SHIFT_TO_ROW2
31.78,14.1,37.93,-13.23,14.63,SHIFT_TO_ROW2
31.79,14.1,37.93,-13.25,14.63,SHIFT_TO_ROW2
31.79,14.1,37.94,-13.26,14.63,SHIFT_TO_ROW2
31.8,14.1,37.95,-13.27,14.63,SHIFT_TO_ROW2
31.81,14.1,37.96,-13.29,14.63,SHIFT_TO_ROW2
31.81,14.1,37.97,-13.3,14.63,SHIFT_TO_ROW2
31.82,14.1,37.98,-13.32,14.63,SHIFT_TO_ROW2
31.83,14.1,37.99,-13.33,14.63,SHIFT_TO_ROW2
31.84,14.1,37.99,-13.35,14.63,SHIFT_TO_ROW2
31.85,14.1,38.0,-13.36,14.63,SHIFT_TO_ROW2
31.86,14.1,38.01,-13.37,14.63,SHIFT_TO_ROW2
31.86,14.1,38.02,-13.39,14.63,SHIFT_TO_ROW2
31.87,14.1,38.03,-13.4,14.63,SHIFT_TO_ROW2
31.87,14.1,38.04,-13.42,14.63,SHIFT_TO_ROW2
31.88,14.1,38.05,-13.43,14.63,SHIFT_TO_ROW2
31.89,14.1,38.06,-13.45,14.63,SHIFT_TO_ROW2
31.89,14.1,38.06,-13.46,14.63,SHIFT_TO_ROW2
31.9,14.1,38.07,-13.48,14.63,SHIFT_TO_ROW2
31.9,14.1,38.08,-13.49,14.63,SHIFT_TO_ROW2
31.91,14.1,38.09,-13.5,14.63,SHIFT_TO_ROW2
31.92,14.1,38.1,-13.52,14.63,SHIFT_TO_ROW2
31.92,14.1,38.11,-13.53,14.63,SHIFT_TO_ROW2
31.93,14.1,38.12,-13.55,14.63,SHIFT_TO_ROW2
31.93,14.1,38.12,-13.56,14.63,SHIFT_TO_ROW2
31.94,14.1,38.13,-13.58,14.63,SHIFT_TO_ROW2
31.94,14.1,38.14,-13.59,14.63,SHIFT_TO_ROW2
31.95,14.1,38.15,-13.61,14.63,SHIFT_TO_ROW2
31.95,14.1,38.16,-13.62,14.63,SHIFT_TO_ROW2
31.96,14.1,38.17,-13.63,14.63,SHIFT_TO_ROW2
31.97,14.1,38.18,-13.65,14.63,SHIFT_TO_ROW2
31.97,14.1,38.18,-13.66,14.63,SHIFT_TO_ROW2
31.98,14.1,38.19,-13.68,14.63,SHIFT_TO_ROW2
31.99,14.1,38.2,-13.69,14.63,SHIFT_TO_ROW2
31.99,14.1,38.21,-13.71,14.63,SHIFT_TO_ROW2
32.0,14.1,38.22,-13.72,14.63,SHIFT_TO_ROW2
32.01,14.1,38.23,-13.74,14.63,SHIFT_TO_ROW2
32.01,14.1,38.24,-13.75,14.63,SHIFT_TO_ROW2
32.02,14.1,38.24,-13.77,14.63,SHIFT_TO_ROW2
32.02,14.1,38.25,-13.78,14.63,SHIFT_TO_ROW2
32.03,14.1,38.26,-13.79,14.63,SHIFT_TO_ROW2
32.03,14.1,38.27,-13.81,14.63,SHIFT_TO_ROW2
32.04,14.1,38.28,-13.82,14.63,SHIFT_TO_ROW2
32.05,14.1,38.29,-13.84,14.63,SHIFT_TO_ROW2
32.05,14.1,38.3,-13.85,14.63,SHIFT_TO_ROW2
32.06,14.1,38.3,-13.87,14.63,SHIFT_TO_ROW2
32.06,14.1,38.31,-13.88,14.63,SHIFT_TO_ROW2
32.07,14.1,38.32,-13.9,14.63,SHIFT_TO_ROW2
32.08,14.1,38.33,-13.91,14.63,SHIFT_TO_ROW2
32.08,14.1,38.34,-13.93,14.63,SHIFT_TO_ROW2
32.09,14.1,38.35,-13.94,14.63,SHIFT_TO_ROW2
32.1,14.1,38.35,-13.96,14.63,SHIFT_TO_ROW2
32.1,14.1,38.36,-13.97,14.63,SHIFT_TO_ROW2
32.11,14.1,38.37,-13.98,14.63,SHIFT_TO_ROW2
32.11,14.1,38.38,-14.0,14.63,SHIFT_TO_ROW2
32.12,14.1,38.39,-14.01,14.63,SHIFT_TO_ROW2
32.12,14.1,38.4,-14.03,14.63,SHIFT_TO_ROW2
32.13,14.1,38.4,-14.04,14.63,SHIFT_TO_ROW2
32.13,14.1,38.41,-14.06,14.63,SHIFT_TO_ROW2
32.14,14.1,38.42,-14.07,14.63,SHIFT_TO_ROW2
32.15,14.1,38.43,-14.09,14.63,SHIFT_TO_ROW2
32.15,14.1,38.44,-14.1,14.63,SHIFT_TO_ROW2
32.16,14.1,38.45,-14.12,14.63,SHIFT_TO_ROW2
32.16,14.1,38.45,-14.13,14.63,SHIFT_TO_ROW2
32.17,14.1,38.46,-14.15,14.63,SHIFT_TO_ROW2
32.17,14.1,38.47,-14.16,14.63,SHIFT_TO_ROW2
32.18,14.1,38.48,-14.18,14.63,SHIFT_TO_ROW2
32.19,14.1,38.49,-14.19,14.63,SHIFT_TO_ROW2
32.19,14.1,38.5,-14.21,14.63,SHIFT_TO_ROW2
32.2,14.1,38.5,-14.22,14.63,SHIFT_TO_ROW2
32.2,14.1,38.51,-14.24,14.63,SHIFT_TO_ROW2
32.21,14.1,38.52,-14.25,14.63,SHIFT_TO_ROW2
32.21,14.1,38.53,-14.27,14.63,SHIFT_TO_ROW2
32.22,14.1,38.54,-14.28,14.63,SHIFT_TO_ROW2
32.22,14.1,38.55,-14.3,14.63,SHIFT_TO_ROW2
32.23,14.1,38.55,-14.31,14.63,SHIFT_TO_ROW2
32.23,14.1,38.56,-14.33,14.63,SHIFT_TO_ROW2
32.24,14.1,38.57,-14.34,14.63,SHIFT_TO_ROW2
32.24,14.1,38.58,-14.36,14.63,SHIFT_TO_ROW2
32.25,14.1,38.59,-14.37,14.63,SHIFT_TO_ROW2
32.25,14.1,38.6,-14.39,14.63,SHIFT_TO_ROW2
32.26,14.1,38.6,-14.4,14.63,SHIFT_TO_ROW2
32.26,14.1,38.61,-14.41,14.63,SHIFT_TO_ROW2
32.27,14.1,38.62,-14.43,14.63,SHIFT_TO_ROW2
32.28,14.1,38.63,-14.44,14.63,SHIFT_TO_ROW2
32.28,14.1,38.64,-14.46,14.63,SHIFT_TO_ROW2
32.29,14.1,38.64,-14.47,14.63,SHIFT_TO_ROW2
32.29,14.1,38.65,-14.49,14.63,SHIFT_TO_ROW2
32.3,14.1,38.66,-14.5,14.63,SHIFT_TO_ROW2
32.3,14.1,38.67,-14.52,14.63,SHIFT_TO_ROW2
32.31,14.1,38.68,-14.53,14.63,SHIFT_TO_ROW2
32.31,14.1,38.69,-14.55,14.63,SHIFT_TO_ROW2
32.32,14.1,38.69,-14.56,14.63,SHIFT_TO_ROW2
32.32,14.1,38.7,-14.58,14.63,SHIFT_TO_ROW2
32.33,14.1,38.71,-14.59,14.63,SHIFT_TO_ROW2
32.33,14.1,38.72,-14.61,14.63,SHIFT_TO_ROW2
32.34,14.1,38.73,-14.62,14.63,SHIFT_TO_ROW2
32.34,14.1,38.73,-14.64,14.63,SHIFT_TO_ROW2
32.35,14.1,38.74,-14.66,14.63,SHIFT_TO_ROW2
32.35,14.1,38.75,-14.67,14.63,SHIFT_TO_ROW2
32.36,14.1,38.76,-14.69,14.63,SHIFT_TO_ROW2
32.36,14.1,38.77,-14.7,14.63,SHIFT_TO_ROW2
32.37,14.1,38.77,-14.72,14.63,SHIFT_TO_ROW2
32.37,14.1,38.78,-14.73,14.63,SHIFT_TO_ROW2
32.38,14.1,38.79,-14.75,14.63,SHIFT_TO_ROW2
32.39,14.1,38.8,-14.76,14.63,SHIFT_TO_ROW2
32.39,14.1,38.81,-14.78,14.63,SHIFT_TO_ROW2
32.4,14.1,38.81,-14.79,14.63,SHIFT_TO_ROW2
32.4,14.1,38.82,-14.81,14.63,SHIFT_TO_ROW2
32.41,14.1,38.83,-14.82,14.63,SHIFT_TO_ROW2
32.41,14.1,38.84,-14.84,14.63,SHIFT_TO_ROW2
32.42,14.1,38.85,-14.85,14.63,SHIFT_TO_ROW2
32.42,14.1,38.85,-14.87,14.63,SHIFT_TO_ROW2
32.43,14.1,38.86,-14.88,14.63,SHIFT_TO_ROW2
32.43,14.1,38.87,-14.9,14.63,SHIFT_TO_ROW2
32.44,14.1,38.88,-14.91,14.63,SHIFT_TO_ROW2
32.44,14.1,38.89,-14.93,14.63,SHIFT_TO_ROW2
32.45,14.1,38.89,-14.94,14.63,SHIFT_TO_ROW2
32.46,14.1,38.9,-14.96,14.63,SHIFT_TO_ROW2
32.46,14.1,38.91,-14.97,14.63,SHIFT_TO_ROW2
32.47,14.1,38.92,-14.99,14.63,SHIFT_TO_ROW2
32.47,14.1,38.93,-15.0,14.63,SHIFT_TO_ROW2
32.48,14.1,38.93,-15.02,14.63,SHIFT_TO_ROW2
32.48,14.1,38.94,-15.03,14.63,SHIFT_TO_ROW2
32.49,14.1,38.95,-15.05,14.63,SHIFT_TO_ROW2
32.49,14.1,38.96,-15.06,14.63,SHIFT_TO_ROW2
32.5,14.1,38.97,-15.08,14.63,SHIFT_TO_ROW2
32.5,14.1,38.97,-15.1,14.63,SHIFT_TO_ROW2
32.51,14.1,38.98,-15.11,14.63,SHIFT_TO_ROW2
32.51,14.1,38.99,-15.13,14.63,SHIFT_TO_ROW2
32.52,14.1,39.0,-15.14,14.63,SHIFT_TO_ROW2
32.53,14.1,39.0,-15.16,14.63,SHIFT_TO_ROW2
32.53,14.1,39.01,-15.17,14.63,SHIFT_TO_ROW2
32.54,14.1,39.02,-15.19,14.63,SHIFT_TO_ROW2
32.54,14.1,39.03,-15.2,14.63,SHIFT_TO_ROW2
32.55,14.1,39.04,-15.22,14.63,SHIFT_TO_ROW2
32.55,14.1,39.04,-15.23,14.63,SHIFT_TO_ROW2
32.56,14.1,39.05,-15.25,14.63,SHIFT_TO_ROW2
32.56,14.1,39.06,-15.26,14.63,SHIFT_TO_ROW2
32.57,14.1,39.07,-15.28,14.63,SHIFT_TO_ROW2
32.57,14.1,39.08,-15.29,14.63,SHIFT_TO_ROW2
32.58,14.1,39.08,-15.31,14.63,SHIFT_TO_ROW2
32.59,14.1,39.09,-15.33,14.63,SHIFT_TO_ROW2
32.59,14.1,39.1,-15.34,14.63,SHIFT_TO_ROW2
32.6,14.1,39.11,-15.36,14.63,SHIFT_TO_ROW2
32.6,14.1,39.11,-15.37,14.63,SHIFT_TO_ROW2
32.61,14.1,39.12,-15.39,14.63,SHIFT_TO_ROW2
32.61,14.1,39.13,-15.4,14.63,SHIFT_TO_ROW2
32.62,14.1,39.14,-15.42,14.63,SHIFT_TO_ROW2
32.62,14.1,39.15,-15.43,14.63,SHIFT_TO_ROW2
32.63,14.1,39.15,-15.45,14.63,SHIFT_TO_ROW2
32.63,14.1,39.16,-15.46,14.63,SHIFT_TO_ROW2
32.64,14.1,39.17,-15.48,14.63,SHIFT_TO_ROW2
32.64,14.1,39.18,-15.5,14.63,SHIFT_TO_ROW2
32.65,14.1,39.18,-15.51,14.63,SHIFT_TO_ROW2
32.65,14.1,39.19,-15.53,14.63,SHIFT_TO_ROW2
32.66,14.1,39.2,-15.54,14.63,SHIFT_TO_ROW2
32.67,14.1,39.21,-15.56,14.63,SHIFT_TO_ROW2
32.67,14.1,39.21,-15.57,14.63,SHIFT_TO_ROW2
32.68,14.1,39.22,-15.59,14.63,SHIFT_TO_ROW2
32.68,14.1,39.23,-15.6,14.63,SHIFT_TO_ROW2
32.69,14.1,39.24,-15.62,14.63,SHIFT_TO_ROW2
32.69,14.1,39.25,-15.63,14.63,SHIFT_TO_ROW2
32.7,14.1,39.25,-15.65,14.63,SHIFT_TO_ROW2
32.7,14.1,39.26,-15.67,14.63,SHIFT_TO_ROW2
32.71,14.1,39.27,-15.68,14.63,SHIFT_TO_ROW2
32.71,14.1,39.28,-15.7,14.63,SHIFT_TO_ROW2
32.72,14.1,39.28,-15.71,14.63,SHIFT_TO_ROW2
32.72,14.1,39.29,-15.73,14.63,SHIFT_TO_ROW2
32.73,14.1,39.3,-15.74,14.63,SHIFT_TO_ROW2
32.73,14.1,39.31,-15.76,14.63,SHIFT_TO_ROW2
32.74,14.1,39.31,-15.77,14.63,SHIFT_TO_ROW2
32.74,14.1,39.32,-15.79,14.63,SHIFT_TO_ROW2
32.75,14.1,39.33,-15.81,14.63,SHIFT_TO_ROW2
32.75,14.1,39.34,-15.82,14.63,SHIFT_TO_ROW2
32.76,14.1,39.34,-15.84,14.63,SHIFT_TO_ROW2
32.77,14.1,39.35,-15.85,14.63,SHIFT_TO_ROW2
32.77,14.1,39.36,-15.87,14.63,SHIFT_TO_ROW2
32.78,14.1,39.37,-15.88,14.63,SHIFT_TO_ROW2
32.78,14.1,39.37,-15.9,14.63,SHIFT_TO_ROW2
32.79,14.1,39.38,-15.92,14.63,SHIFT_TO_ROW2
32.79,14.1,39.39,-15.93,14.63,SHIFT_TO_ROW2
32.8,14.1,39.4,-15.95,14.63,SHIFT_TO_ROW2
32.8,14.1,39.4,-15.96,14.63,SHIFT_TO_ROW2
32.81,14.1,39.41,-15.98,14.63,SHIFT_TO_ROW2
32.81,14.1,39.42,-15.99,14.63,SHIFT_TO_ROW2
32.82,14.1,39.43,-16.01,14.63,SHIFT_TO_ROW2
32.82,14.1,39.43,-16.03,14.63,SHIFT_TO_ROW2
32.83,14.1,39.44,-16.04,14.63,SHIFT_TO_ROW2
32.83,14.1,39.45,-16.06,14.63,SHIFT_TO_ROW2
32.84,14.1,39.46,-16.07,14.63,SHIFT_TO_ROW2
32.84,14.1,39.46,-16.09,14.63,SHIFT_TO_ROW2
32.85,14.1,39.47,-16.1,14.63,SHIFT_TO_ROW2
32.85,14.1,39.48,-16.12,14.63,SHIFT_TO_ROW2
32.86,14.1,39.49,-16.14,14.63,SHIFT_TO_ROW2
32.86,14.1,39.49,-16.15,14.63,SHIFT_TO_ROW2
32.87,14.1,39.5,-16.17,14.63,SHIFT_TO_ROW2
32.88,14.1,39.51,-16.18,14.63,SHIFT_TO_ROW2
32.88,14.1,39.52,-16.2,14.63,SHIFT_TO_ROW2
32.89,14.1,39.52,-16.21,14.63,SHIFT_TO_ROW2
32.89,14.1,39.53,-16.23,14.63,SHIFT_TO_ROW2
32.9,14.1,39.54,-16.25,14.63,SHIFT_TO_ROW2
32.9,14.1,39.55,-16.26,14.63,SHIFT_TO_ROW2
32.91,14.1,39.55,-16.28,14.63,SHIFT_TO_ROW2
32.91,14.1,39.56,-16.29,14.63,SHIFT_TO_ROW2
32.92,14.1,39.57,-16.31,14.63,SHIFT_TO_ROW2
32.92,14.1,39.58,-16.33,14.63,SHIFT_TO_ROW2
32.93,14.1,39.58,-16.34,14.63,SHIFT_TO_ROW2
32.94,14.1,39.59,-16.36,14.63,SHIFT_TO_ROW2
32.94,14.1,39.6,-16.37,14.63,SHIFT_TO_ROW2
32.95,14.1,39.6,-16.39,14.63,SHIFT_TO_ROW2
32.95,14.1,39.61,-16.4,14.63,SHIFT_TO_ROW2
32.96,14.1,39.62,-16.42,14.63,SHIFT_TO_ROW2
32.96,14.1,39.63,-16.44,14.63,SHIFT_TO_ROW2
32.97,14.1,39.63,-16.45,14.63,SHIFT_TO_ROW2
32.97,14.1,39.64,-16.47,14.63,SHIFT_TO_ROW2
32.98,14.1,39.65,-16.48,14.63,SHIFT_TO_ROW2
32.98,14.1,39.66,-16.5,14.63,SHIFT_TO_ROW2
32.99,14.1,39.66,-16.52,14.63,SHIFT_TO_ROW2
32.99,14.1,39.67,-16.53,14.63,SHIFT_TO_ROW2
33.0,14.1,39.68,-16.55,14.63,SHIFT_TO_ROW2
33.01,14.1,39.69,-16.56,14.63,SHIFT_TO_ROW2
33.01,14.1,39.69,-16.58,14.63,SHIFT_TO_ROW2
33.02,14.1,39.7,-16.6,14.63,SHIFT_TO_ROW2
33.02,14.1,39.71,-16.61,14.63,SHIFT_TO_ROW2
33.03,14.1,39.71,-16.63,14.63,SHIFT_TO_ROW2
33.03,14.1,39.72,-16.64,14.63,SHIFT_TO_ROW2
33.04,14.1,39.73,-16.66,14.63,SHIFT_TO_ROW2
33.05,14.1,39.74,-16.68,14.63,SHIFT_TO_ROW2
33.05,14.1,39.74,-16.69,14.63,SHIFT_TO_ROW2
33.06,14.1,39.75,-16.71,14.63,SHIFT_TO_ROW2
33.06,14.1,39.76,-16.72,14.63,SHIFT_TO_ROW2
33.07,14.1,39.76,-16.74,14.63,SHIFT_TO_ROW2
33.07,14.1,39.77,-16.76,14.63,SHIFT_TO_ROW2
33.08,14.1,39.78,-16.77,14.63,SHIFT_TO_ROW2
33.08,14.1,39.79,-16.79,14.63,SHIFT_TO_ROW2
33.09,14.1,39.79,-16.8,14.63,SHIFT_TO_ROW2
33.09,14.1,39.8,-16.82,14.63,SHIFT_TO_ROW2
33.1,14.1,39.81,-16.84,14.63,SHIFT_TO_ROW2
33.1,14.1,39.81,-16.85,14.63,SHIFT_TO_ROW2
33.11,14.1,39.82,-16.87,14.63,SHIFT_TO_ROW2
