Temps,Altitude_m,Masse_kg,NDVI
40.97,14.11,14.02,0.35
40.98,14.11,14.02,0.35
40.98,14.11,14.02,0.35
40.99,14.11,14.02,0.35
40.99,14.11,14.02,0.35
41.0,14.11,14.02,0.35
41.0,14.11,14.02,0.35
41.01,14.11,14.02,0.35
41.01,14.11,14.02,0.35
41.02,14.11,14.02,0.35
41.02,14.11,14.02,0.35
41.02,14.11,14.02,0.35
41.03,14.11,14.02,0.35
41.03,14.11,14.01,0.35
41.04,14.11,14.01,0.35
41.04,14.11,14.01,0.35
41.05,14.11,14.01,0.35
41.05,14.11,14.01,0.35
41.06,14.11,14.01,0.35
41.06,14.11,14.01,0.35
41.06,14.11,14.01,0.35
41.07,14.11,14.01,0.35
41.07,14.11,14.01,0.35
41.08,14.11,14.01,0.35
41.08,14.11,14.01,0.35
41.09,14.11,14.01,0.35
41.09,14.11,14.01,0.35
41.1,14.11,14.01,0.35
41.1,14.11,14.01,0.35
41.11,14.11,14.01,0.35
41.11,14.11,14.01,0.35
41.11,14.11,14.01,0.35
41.12,14.11,14.01,0.35
41.12,14.11,14.01,0.35
41.13,14.11,14.01,0.35
41.13,14.11,14.01,0.35
41.14,14.11,14.01,0.35
41.14,14.11,14.01,0.35
41.15,14.11,14.01,0.35
41.15,14.11,14.01,0.35
41.16,14.11,14.01,0.35
41.16,14.11,14.01,0.35
41.16,14.11,14.01,0.35
41.17,14.11,14.01,0.35
41.17,14.11,14.01,0.35
41.18,14.11,14.01,0.35
41.18,14.11,14.01,0.35
41.19,14.11,14.01,0.35
41.19,14.11,14.01,0.35
41.2,14.11,14.01,0.35
41.2,14.11,14.01,0.35
41.2,14.11,14.01,0.35
41.21,14.11,14.01,0.35
41.21,14.11,14.01,0.35
41.22,14.11,14.01,0.35
41.22,14.11,14.01,0.35
41.23,14.11,14.01,0.35
41.23,14.11,14.01,0.35
41.24,14.11,14.01,0.35
41.24,14.11,14.01,0.35
41.25,14.11,14.01,0.35
41.25,14.11,14.01,0.35
41.25,14.11,14.01,0.35
41.26,14.11,14.01,0.35
41.26,14.11,14.01,0.35
41.27,14.11,14.01,0.35
41.27,14.11,14.01,0.35
41.28,14.11,14.01,0.35
41.28,14.11,14.01,0.35
41.29,14.11,14.01,0.35
41.29,14.11,14.01,0.35
41.29,14.11,14.01,0.35
41.3,14.11,14.01,0.35
41.3,14.11,14.01,0.35
41.31,14.11,14.01,0.35
41.31,14.11,14.01,0.35
41.32,14.11,14.01,0.35
41.32,14.11,14.01,0.35
41.33,14.11,14.01,0.35
41.33,14.11,14.01,0.35
41.33,14.11,14.01,0.35
41.34,14.11,14.01,0.35
41.34,14.11,14.01,0.35
41.35,14.11,14.01,0.35
41.35,14.11,14.01,0.35
41.36,14.11,14.01,0.35
41.36,14.11,14.01,0.35
41.37,14.11,14.01,0.35
41.37,14.11,14.01,0.35
41.38,14.11,14.01,0.35
41.38,14.11,14.01,0.35
41.38,14.11,14.01,0.35
41.39,14.11,14.01,0.35
41.39,14.11,14.0,0.35
41.4,14.11,14.0,0.35
41.4,14.11,14.0,0.35
41.41,14.11,14.0,0.35
41.41,14.11,14.0,0.35
41.42,14.11,14.0,0.35
41.42,14.11,14.0,0.35
41.42,14.11,14.0,0.35
41.43,14.11,14.0,0.35
41.43,14.11,14.0,0.35
41.44,14.11,14.0,0.35
41.44,14.11,14.0,0.35
41.45,14.11,14.0,0.35
41.45,14.11,14.0,0.35
41.46,14.11,14.0,0.35
41.46,14.11,14.0,0.35
41.46,14.11,14.0,0.35
41.47,14.11,14.0,0.35
41.47,14.11,14.0,0.35
41.48,14.11,14.0,0.35
41.48,14.11,14.0,0.35
41.49,14.11,14.0,0.35
41.49,14.11,14.0,0.35
41.5,14.11,14.0,0.35
41.5,14.11,14.0,0.35
41.51,14.11,14.0,0.35
41.51,14.11,14.0,0.35
41.51,14.11,14.0,0.35
41.52,14.11,14.0,0.35
41.52,14.11,14.0,0.35
41.53,14.11,14.0,0.35
41.53,14.11,14.0,0.35
41.54,14.11,14.0,0.35
41.54,14.11,14.0,0.35
41.55,14.11,14.0,0.35
41.55,14.11,14.0,0.35
41.56,14.11,14.0,0.35
41.56,14.11,14.0,0.35
41.56,14.11,14.0,0.35
41.57,14.11,14.0,0.35
41.57,14.11,14.0,0.35
41.58,14.11,14.0,0.35
41.58,14.11,14.0,0.35
41.59,14.11,14.0,0.35
41.59,14.11,14.0,0.35
41.6,14.11,14.0,0.35
41.6,14.11,14.0,0.35
41.6,14.11,14.0,0.35
41.61,14.11,14.0,0.35
41.61,14.11,14.0,0.35
41.62,14.11,14.0,0.35
41.62,14.11,14.0,0.35
41.63,14.11,14.0,0.35
41.63,14.11,14.0,0.35
41.64,14.11,14.0,0.35
41.64,14.11,14.0,0.35
41.65,14.11,14.0,0.35
41.65,14.11,14.0,0.35
41.65,14.11,14.0,0.35
41.66,14.11,14.0,0.35
41.66,14.11,14.0,0.35
41.67,14.11,14.0,0.35
41.67,14.11,14.0,0.35
41.68,14.11,14.0,0.35
41.68,14.11,14.0,0.35
41.69,14.11,14.0,0.35
41.69,14.11,14.0,0.35
41.69,14.11,14.0,0.35
41.7,14.11,14.0,0.35
41.7,14.11,14.0,0.35
41.71,14.11,14.0,0.35
41.71,14.11,14.0,0.35
41.72,14.11,14.0,0.35
41.72,14.11,14.0,0.35
41.73,14.11,14.0,0.35
41.73,14.11,14.0,0.35
41.73,14.11,14.0,0.35
41.74,14.11,14.0,0.35
41.74,14.11,14.0,0.35
41.75,14.11,14.0,0.35
41.75,14.11,13.99,0.35
41.76,14.11,13.99,0.35
41.76,14.11,13.99,0.35
41.77,14.11,13.99,0.35
41.77,14.11,13.99,0.35
41.78,14.11,13.99,0.35
41.78,14.11,13.99,0.35
41.78,14.11,13.99,0.35
41.79,14.11,13.99,0.35
41.79,14.11,13.99,0.35
41.8,14.11,13.99,0.35
41.8,14.11,13.99,0.35
41.81,14.11,13.99,0.35
41.81,14.11,13.99,0.35
41.82,14.11,13.99,0.35
41.82,14.11,13.99,0.35
41.82,14.11,13.99,0.35
41.83,14.11,13.99,0.35
41.83,14.11,13.99,0.35
41.84,14.11,13.99,0.35
41.84,14.11,13.99,0.35
41.85,14.11,13.99,0.35
41.85,14.11,13.99,0.35
41.86,14.11,13.99,0.35
41.86,14.11,13.99,0.35
41.87,14.11,13.99,0.35
41.87,14.11,13.99,0.35
41.87,14.11,13.99,0.35
41.88,14.11,13.99,0.35
41.88,14.11,13.99,0.35
41.89,14.11,13.99,0.35
41.89,14.11,13.99,0.35
41.9,14.11,13.99,0.35
41.9,14.11,13.99,0.35
41.91,14.11,13.99,0.35
41.91,14.11,13.99,0.35
41.91,14.11,13.99,0.35
41.92,14.11,13.99,0.35
41.92,14.11,13.99,0.35
41.93,14.11,13.99,0.35
41.93,14.11,13.99,0.35
41.94,14.11,13.99,0.35
41.94,14.11,13.99,0.35
41.95,14.11,13.99,0.35
41.95,14.11,13.99,0.35
41.95,14.11,13.99,0.35
41.96,14.11,13.99,0.35
41.96,14.11,13.99,0.35
41.97,14.11,13.99,0.35
41.97,14.11,13.99,0.35
41.98,14.11,13.99,0.35
41.98,14.11,13.99,0.35
41.99,14.11,13.99,0.35
41.99,14.11,13.99,0.35
42.0,14.11,13.99,0.35
42.0,14.11,13.99,0.35
42.0,14.11,13.99,0.35
42.01,14.11,13.99,0.35
42.01,14.11,13.99,0.35
42.02,14.11,13.99,0.35
42.02,14.11,13.99,0.35
42.03,14.11,13.99,0.35
42.03,14.11,13.99,0.35
42.04,14.11,13.99,0.35
42.04,14.11,13.99,0.35
42.04,14.11,13.99,0.35
42.05,14.11,13.99,0.35
42.05,14.11,13.99,0.35
42.06,14.11,13.99,0.35
42.06,14.11,13.99,0.35
42.07,14.11,13.99,0.35
42.07,14.11,13.99,0.35
42.08,14.11,13.99,0.35
42.08,14.11,13.99,0.35
42.09,14.11,13.99,0.35
42.09,14.11,13.99,0.35
42.09,14.11,13.99,0.35
42.1,14.11,13.99,0.35
42.1,14.11,13.99,0.35
42.11,14.11,13.99,0.35
42.11,14.11,13.98,0.35
42.12,14.11,13.98,0.35
42.12,14.11,13.98,0.35
42.13,14.11,13.98,0.35
42.13,14.11,13.98,0.35
42.13,14.11,13.98,0.35
42.14,14.11,13.98,0.35
42.14,14.11,13.98,0.35
42.15,14.11,13.98,0.35
42.15,14.11,13.98,0.35
42.16,14.11,13.98,0.35
42.16,14.11,13.98,0.35
42.17,14.11,13.98,0.35
42.17,14.11,13.98,0.35
42.17,14.11,13.98,0.35
42.18,14.11,13.98,0.35
42.18,14.11,13.98,0.35
42.19,14.11,13.98,0.35
42.19,14.11,13.98,0.35
42.2,14.11,13.98,0.35
42.2,14.11,13.98,0.35
42.21,14.11,13.98,0.35
42.21,14.11,13.98,0.35
42.22,14.11,13.98,0.35
42.22,14.11,13.98,0.35
42.22,14.11,13.98,0.35
42.23,14.11,13.98,0.35
42.23,14.11,13.98,0.35
42.24,14.11,13.98,0.35
42.24,14.11,13.98,0.35
42.25,14.11,13.98,0.35
42.25,14.11,13.98,0.35
42.26,14.11,13.98,0.35
42.26,14.11,13.98,0.35
42.27,14.11,13.98,0.35
42.27,14.11,13.98,0.35
42.27,14.11,13.98,0.35
42.28,14.11,13.98,0.35
42.28,14.11,13.98,0.35
42.29,14.11,13.98,0.35
42.29,14.11,13.98,0.35
42.3,14.11,13.98,0.35
42.3,14.11,13.98,0.35
42.31,14.11,13.98,0.35
42.31,14.11,13.98,0.35
42.31,14.11,13.98,0.35
42.32,14.11,13.98,0.35
42.32,14.11,13.98,0.35
42.33,14.11,13.98,0.35
42.33,14.11,13.98,0.35
42.34,14.11,13.98,0.35
42.34,14.11,13.98,0.35
42.35,14.11,13.98,0.35
42.35,14.11,13.98,0.35
42.35,14.11,13.98,0.35
42.36,14.11,13.98,0.35
42.36,14.11,13.98,0.35
42.37,14.11,13.98,0.35
42.37,14.11,13.98,0.35
42.38,14.11,13.98,0.35
42.38,14.11,13.98,0.35
42.39,14.11,13.98,0.35
42.39,14.11,13.98,0.35
42.4,14.11,13.98,0.35
42.4,14.11,13.98,0.35
42.4,14.11,13.98,0.35
42.41,14.11,13.98,0.35
42.41,14.11,13.98,0.35
42.42,14.11,13.98,0.35
42.42,14.11,13.98,0.35
42.43,14.11,13.98,0.35
42.43,14.11,13.98,0.35
42.44,14.11,13.98,0.35
42.44,14.11,13.98,0.35
42.44,14.11,13.98,0.35
42.45,14.11,13.98,0.35
42.45,14.11,13.98,0.35
42.46,14.11,13.98,0.35
42.46,14.11,13.98,0.35
42.47,14.11,13.98,0.35
42.47,14.11,13.97,0.35
42.48,14.11,13.97,0.35
42.48,14.11,13.97,0.35
42.49,14.11,13.97,0.35
42.49,14.11,13.97,0.35
42.49,14.11,13.97,0.35
42.5,14.11,13.97,0.35
42.5,14.11,13.97,0.35
42.51,14.11,13.97,0.35
42.51,14.11,13.97,0.35
42.52,14.11,13.97,0.35
42.52,14.11,13.97,0.35
42.53,14.11,13.97,0.35
42.53,14.11,13.97,0.35
42.53,14.11,13.97,0.35
42.54,14.11,13.97,0.35
42.54,14.11,13.97,0.35
42.55,14.11,13.97,0.35
42.55,14.11,13.97,0.35
42.56,14.11,13.97,0.35
42.56,14.11,13.97,0.35
42.57,14.11,13.97,0.35
42.57,14.11,13.97,0.35
42.57,14.11,13.97,0.35
42.58,14.11,13.97,0.35
42.58,14.11,13.97,0.35
42.59,14.11,13.97,0.35
42.59,14.11,13.97,0.35
42.6,14.11,13.97,0.35
42.6,14.11,13.97,0.35
42.61,14.11,13.97,0.35
42.61,14.11,13.97,0.35
42.62,14.11,13.97,0.35
42.62,14.11,13.97,0.35
42.62,14.11,13.97,0.35
42.63,14.11,13.97,0.35
42.63,14.11,13.97,0.35
42.64,14.11,13.97,0.35
42.64,14.11,13.97,0.35
42.65,14.11,13.97,0.35
42.65,14.11,13.97,0.35
42.66,14.11,13.97,0.35
42.66,14.11,13.97,0.35
42.66,14.11,13.97,0.35
42.67,14.11,13.97,0.35
42.67,14.11,13.97,0.35
42.68,14.11,13.97,0.35
42.68,14.11,13.97,0.35
42.69,14.11,13.97,0.35
42.69,14.11,13.97,0.35
42.7,14.11,13.97,0.35
42.7,14.11,13.97,0.35
42.7,14.11,13.97,0.35
42.71,14.11,13.97,0.35
42.71,14.11,13.97,0.35
42.72,14.11,13.97,0.35
42.72,14.11,13.97,0.35
42.73,14.11,13.97,0.35
42.73,14.11,13.97,0.35
42.74,14.11,13.97,0.35
42.74,14.11,13.97,0.35
42.75,14.11,13.97,0.35
42.75,14.11,13.97,0.35
42.75,14.11,13.97,0.35
42.76,14.11,13.97,0.35
42.76,14.11,13.97,0.35
42.77,14.11,13.97,0.35
42.77,14.11,13.97,0.35
42.78,14.11,13.97,0.35
42.78,14.11,13.97,0.35
42.79,14.11,13.97,0.35
42.79,14.11,13.97,0.35
42.79,14.11,13.97,0.35
42.8,14.11,13.97,0.35
42.8,14.11,13.97,0.35
42.81,14.11,13.97,0.35
42.81,14.11,13.97,0.35
42.82,14.11,13.97,0.35
42.82,14.11,13.97,0.35
42.83,14.11,13.97,0.35
42.83,14.11,13.96,0.35
42.84,14.11,13.96,0.35
42.84,14.11,13.96,0.35
42.84,14.11,13.96,0.35
42.85,14.11,13.96,0.35
42.85,14.11,13.96,0.35
42.86,14.11,13.96,0.35
42.86,14.11,13.96,0.35
42.87,14.11,13.96,0.35
42.87,14.11,13.96,0.35
42.88,14.11,13.96,0.35
42.88,14.11,13.96,0.35
42.88,14.11,13.96,0.35
42.89,14.11,13.96,0.35
42.89,14.11,13.96,0.35
42.9,14.11,13.96,0.35
42.9,14.11,13.96,0.35
42.91,14.11,13.96,0.35
42.91,14.11,13.96,0.35
42.92,14.11,13.96,0.35
42.92,14.11,13.96,0.35
42.92,14.11,13.96,0.35
42.93,14.11,13.96,0.35
42.93,14.11,13.96,0.35
42.94,14.11,13.96,0.35
42.94,14.11,13.96,0.35
42.95,14.11,13.96,0.35
42.95,14.11,13.96,0.35
42.96,14.11,13.96,0.35
42.96,14.11,13.96,0.35
42.97,14.11,13.96,0.35
42.97,14.11,13.96,0.35
42.97,14.11,13.96,0.35
42.98,14.11,13.96,0.35
42.98,14.11,13.96,0.35
42.99,14.11,13.96,0.35
42.99,14.11,13.96,0.35
43.0,14.11,13.96,0.35
43.0,14.11,13.96,0.35
43.01,14.11,13.96,0.35
43.01,14.11,13.96,0.35
43.01,14.11,13.96,0.35
43.02,14.11,13.96,0.35
43.02,14.11,13.96,0.35
43.03,14.11,13.96,0.35
43.03,14.11,13.96,0.35
43.04,14.11,13.96,0.35
43.04,14.11,13.96,0.35
43.05,14.11,13.96,0.35
43.05,14.11,13.96,0.35
43.06,14.11,13.96,0.35
43.06,14.11,13.96,0.35
43.06,14.11,13.96,0.35
43.07,14.11,13.96,0.35
43.07,14.11,13.96,0.35
43.08,14.11,13.96,0.35
43.08,14.11,13.96,0.35
43.09,14.11,13.96,0.35
43.09,14.11,13.96,0.35
43.1,14.11,13.96,0.35
43.1,14.11,13.96,0.35
43.11,14.11,13.96,0.35
43.11,14.11,13.96,0.35
43.11,14.11,13.96,0.35
43.12,14.11,13.96,0.35
43.12,14.11,13.96,0.35
43.13,14.11,13.96,0.35
43.13,14.11,13.96,0.35
43.14,14.11,13.96,0.35
43.14,14.11,13.96,0.35
43.15,14.11,13.96,0.35
43.15,14.11,13.96,0.35
43.16,14.11,13.96,0.35
43.16,14.11,13.96,0.35
43.17,14.11,13.96,0.35
43.17,14.11,13.96,0.35
43.18,14.11,13.96,0.35
43.18,14.11,13.96,0.35
43.19,14.11,13.96,0.35
43.19,14.11,13.96,0.35
43.2,14.11,13.95,0.35
43.2,14.11,13.95,0.35
43.2,14.11,13.95,0.35
43.21,14.11,13.95,0.35
43.22,14.11,13.95,0.35
43.22,14.11,13.95,0.35
43.23,14.11,13.95,0.35
43.23,14.11,13.95,0.35
43.24,14.11,13.95,0.35
43.24,14.11,13.95,0.35
43.24,14.11,13.95,0.35
43.25,14.11,13.95,0.35
43.26,14.11,13.95,0.35
43.26,14.11,13.95,0.35
43.27,14.11,13.95,0.35
43.27,14.11,13.95,0.35
43.28,14.11,13.95,0.35
43.28,14.11,13.95,0.35
43.29,14.11,13.95,0.35
43.29,14.11,13.95,0.35
43.3,14.11,13.95,0.35
43.3,14.11,13.95,0.35
43.31,14.11,13.95,0.35
43.31,14.11,13.95,0.35
43.32,14.11,13.95,0.35
43.32,14.11,13.95,0.35
43.33,14.11,13.95,0.35
43.33,14.11,13.95,0.35
43.34,14.11,13.95,0.35
43.34,14.11,13.95,0.35
43.35,14.11,13.95,0.35
43.35,14.11,13.95,0.35
43.36,14.11,13.95,0.35
43.36,14.11,13.95,0.35
43.37,14.11,13.95,0.35
43.37,14.11,13.95,0.35
43.38,14.11,13.95,0.35
43.38,14.11,13.95,0.35
43.39,14.11,13.95,0.35
43.39,14.11,13.95,0.35
43.4,14.11,13.95,0.35
43.4,14.11,13.95,0.35
43.41,14.11,13.95,0.35
43.41,14.11,13.95,0.35
43.42,14.11,13.95,0.35
43.43,14.11,13.95,0.35
43.43,14.11,13.95,0.35
43.44,14.11,13.95,0.35
43.44,14.11,13.95,0.35
43.45,14.11,13.95,0.35
43.46,14.11,13.95,0.35
43.46,14.11,13.95,0.35
43.47,14.11,13.95,0.35
43.47,14.11,13.95,0.35
43.48,14.11,13.95,0.35
43.48,14.11,13.95,0.35
43.49,14.11,13.95,0.35
43.49,14.11,13.95,0.35
43.5,14.11,13.95,0.35
43.5,14.11,13.95,0.35
43.51,14.11,13.95,0.35
43.52,14.11,13.95,0.35
43.52,14.11,13.95,0.35
43.53,14.11,13.95,0.35
43.53,14.11,13.95,0.35
43.54,14.11,13.95,0.35
43.54,14.11,13.95,0.35
43.55,14.11,13.95,0.35
43.55,14.11,13.95,0.35
43.56,14.11,13.95,0.35
43.56,14.11,13.95,0.35
43.57,14.11,13.95,0.35
43.57,14.11,13.95,0.35
43.58,14.11,13.95,0.35
43.58,14.11,13.95,0.35
43.59,14.11,13.95,0.35
43.6,14.11,13.95,0.35
43.6,14.11,13.95,0.35
43.61,14.11,13.95,0.35
43.62,14.11,13.95,0.35
43.62,14.11,13.94,0.35
43.63,14.11,13.94,0.35
43.63,14.11,13.94,0.35
43.64,14.11,13.94,0.35
43.64,14.11,13.94,0.35
43.65,14.11,13.94,0.35
43.65,14.11,13.94,0.35
43.66,14.11,13.94,0.35
43.67,14.11,13.94,0.35
43.67,14.11,13.94,0.35
43.68,14.11,13.94,0.35
43.68,14.11,13.94,0.35
43.69,14.11,13.94,0.35
43.7,14.11,13.94,0.35
43.7,14.11,13.94,0.35
43.71,14.11,13.94,0.35
43.71,14.11,13.94,0.35
43.72,14.11,13.94,0.35
43.73,14.11,13.94,0.35
43.74,14.11,13.94,0.35
43.75,14.11,13.94,0.35
43.76,14.11,13.94,0.35
43.76,14.11,13.94,0.35
43.77,14.11,13.94,0.35
43.78,14.11,13.94,0.35
43.78,14.11,13.94,0.35
43.79,14.11,13.94,0.35
43.79,14.11,13.94,0.35
43.8,14.11,13.94,0.35
43.8,14.11,13.94,0.35
43.81,14.11,13.94,0.35
43.82,14.11,13.94,0.35
43.82,14.11,13.94,0.35
43.83,14.11,13.94,0.35
43.83,14.11,13.94,0.35
43.84,14.11,13.94,0.35
43.84,14.11,13.94,0.35
43.85,14.11,13.94,0.35
43.86,14.11,13.94,0.35
43.86,14.11,13.94,0.35
43.87,14.11,13.94,0.35
43.87,14.11,13.94,0.35
43.88,14.11,13.94,0.35
43.88,14.11,13.94,0.35
43.89,14.11,13.94,0.35
43.9,14.11,13.94,0.35
43.9,14.11,13.94,0.35
43.91,14.11,13.94,0.35
43.91,14.11,13.94,0.35
43.92,14.11,13.94,0.35
43.93,14.11,13.94,0.35
43.93,14.11,13.94,0.35
43.94,14.11,13.94,0.35
43.95,14.11,13.94,0.35
43.96,14.11,13.94,0.35
43.96,14.11,13.94,0.35
43.97,14.11,13.94,0.35
43.97,14.11,13.94,0.35
43.98,14.11,13.94,0.35
43.99,14.11,13.94,0.35
43.99,14.11,13.94,0.35
44.0,14.11,13.94,0.35
44.0,14.11,13.94,0.35
44.01,14.11,13.94,0.35
44.02,14.11,13.94,0.35
44.02,14.11,13.94,0.35
44.03,14.11,13.94,0.35
44.04,14.11,13.94,0.35
44.04,14.11,13.94,0.35
44.05,14.11,13.94,0.35
44.06,14.11,13.94,0.35
44.06,14.11,13.94,0.35
44.07,14.11,13.94,0.35
44.08,14.11,13.94,0.35
44.09,14.11,13.94,0.35
44.09,14.11,13.94,0.35
44.1,14.11,13.94,0.35
44.11,14.11,13.94,0.35
44.11,14.11,13.94,0.35
44.12,14.11,13.94,0.35
44.13,14.11,13.93,0.35
44.13,14.11,13.93,0.35
44.14,14.11,13.93,0.35
44.15,14.11,13.93,0.35
44.21,14.11,13.93,0.35
44.22,14.11,13.93,0.35
44.22,14.11,13.93,0.35
44.23,14.11,13.93,0.35
44.23,14.11,13.93,0.35
44.24,14.11,13.93,0.35
44.24,14.11,13.93,0.35
44.25,14.11,13.93,0.35
44.25,14.11,13.93,0.35
44.26,14.11,13.93,0.35
44.26,14.11,13.93,0.35
44.27,14.11,13.93,0.35
44.28,14.11,13.93,0.35
44.28,14.11,13.93,0.35
44.29,14.11,13.93,0.35
44.29,14.11,13.93,0.35
44.3,14.11,13.93,0.35
44.3,14.11,13.93,0.35
44.31,14.11,13.93,0.35
44.31,14.11,13.93,0.35
44.32,14.11,13.93,0.35
44.32,14.11,13.93,0.35
44.33,14.11,13.93,0.35
44.33,14.11,13.93,0.35
44.34,14.11,13.93,0.35
44.34,14.11,13.93,0.35
44.35,14.11,13.93,0.35
44.35,14.11,13.93,0.35
44.36,14.11,13.93,0.35
44.36,14.11,13.93,0.35
44.37,14.11,13.93,0.35
44.37,14.11,13.93,0.35
44.38,14.11,13.93,0.35
44.38,14.11,13.93,0.35
44.39,14.11,13.93,0.35
44.39,14.11,13.93,0.35
44.4,14.11,13.93,0.35
44.4,14.11,13.93,0.35
44.41,14.11,13.93,0.35
44.41,14.11,13.93,0.35
44.42,14.11,13.93,0.35
44.42,14.11,13.93,0.35
44.43,14.11,13.93,0.35
44.43,14.11,13.93,0.35
44.44,14.11,13.93,0.35
44.44,14.11,13.93,0.35
44.45,14.11,13.93,0.35
44.45,14.11,13.93,0.35
44.46,14.11,13.93,0.35
44.46,14.11,13.93,0.35
44.47,14.11,13.93,0.35
44.47,14.11,13.93,0.35
44.48,14.11,13.93,0.35
44.48,14.11,13.93,0.35
44.49,14.11,13.93,0.35
44.49,14.11,13.93,0.35
44.5,14.11,13.93,0.35
44.5,14.11,13.93,0.35
44.51,14.11,13.93,0.35
44.51,14.11,13.93,0.35
44.52,14.11,13.93,0.35
44.52,14.11,13.93,0.35
44.53,14.11,13.93,0.35
44.53,14.11,13.93,0.35
44.54,14.11,13.93,0.35
44.54,14.11,13.93,0.35
44.54,14.11,13.93,0.35
44.55,14.11,13.93,0.35
44.55,14.11,13.93,0.35
44.56,14.11,13.93,0.35
44.56,14.11,13.93,0.35
44.57,14.11,13.93,0.35
44.57,14.11,13.93,0.35
44.58,14.11,13.93,0.35
44.58,14.11,13.93,0.35
44.59,14.11,13.93,0.35
44.59,14.11,13.92,0.35
44.6,14.11,13.92,0.35
44.6,14.11,13.92,0.35
44.61,14.11,13.92,0.35
44.61,14.11,13.92,0.35
44.62,14.11,13.92,0.35
44.62,14.11,13.92,0.35
44.63,14.11,13.92,0.35
44.63,14.11,13.92,0.35
44.64,14.11,13.92,0.35
44.64,14.11,13.92,0.35
44.65,14.11,13.92,0.35
44.65,14.11,13.92,0.35
44.66,14.11,13.92,0.35
44.66,14.11,13.92,0.35
44.66,14.11,13.92,0.35
44.67,14.11,13.92,0.35
44.67,14.11,13.92,0.35
44.68,14.11,13.92,0.35
44.69,14.11,13.92,0.35
44.69,14.11,13.92,0.35
44.69,14.11,13.92,0.35
44.7,14.11,13.92,0.35
44.7,14.11,13.92,0.35
44.71,14.11,13.92,0.35
44.71,14.11,13.92,0.35
44.72,14.11,13.92,0.35
44.72,14.11,13.92,0.35
44.73,14.11,13.92,0.35
44.73,14.11,13.92,0.35
44.74,14.11,13.92,0.35
44.74,14.11,13.92,0.35
44.75,14.11,13.92,0.35
44.75,14.11,13.92,0.35
44.76,14.11,13.92,0.35
44.76,14.11,13.92,0.35
44.77,14.11,13.92,0.35
44.77,14.11,13.92,0.35
44.78,14.11,13.92,0.35
44.78,14.11,13.92,0.35
44.79,14.11,13.92,0.35
44.79,14.11,13.92,0.35
44.8,14.11,13.92,0.35
44.8,14.11,13.92,0.35
44.81,14.11,13.92,0.35
44.81,14.11,13.92,0.35
44.81,14.11,13.92,0.35
44.82,14.11,13.92,0.35
44.82,14.11,13.92,0.35
44.83,14.11,13.92,0.35
44.83,14.11,13.92,0.35
44.84,14.11,13.92,0.35
44.84,14.11,13.92,0.35
44.85,14.11,13.92,0.35
44.85,14.11,13.92,0.35
44.86,14.11,13.92,0.35
44.86,14.11,13.92,0.35
44.87,14.11,13.92,0.35
44.87,14.11,13.92,0.35
44.88,14.11,13.92,0.35
44.88,14.11,13.92,0.35
44.89,14.11,13.92,0.35
44.89,14.11,13.92,0.35
44.9,14.11,13.92,0.35
44.9,14.11,13.92,0.35
44.91,14.11,13.92,0.35
44.91,14.11,13.92,0.35
44.92,14.11,13.92,0.35
44.92,14.11,13.92,0.35
44.92,14.11,13.92,0.35
44.93,14.11,13.92,0.35
44.93,14.11,13.92,0.35
44.94,14.11,13.92,0.35
44.94,14.11,13.92,0.35
44.95,14.11,13.92,0.35
44.95,14.11,13.92,0.35
44.96,14.11,13.92,0.35
44.96,14.11,13.92,0.35
44.97,14.11,13.92,0.35
44.97,14.11,13.92,0.35
44.98,14.11,13.91,0.35
44.98,14.11,13.91,0.35
44.99,14.11,13.91,0.35
44.99,14.11,13.91,0.35
45.0,14.11,13.91,0.35
45.0,14.11,13.91,0.35
45.01,14.11,13.91,0.35
45.01,14.11,13.91,0.35
45.02,14.11,13.91,0.35
45.02,14.11,13.91,0.35
45.03,14.11,13.91,0.35
45.04,14.11,13.91,0.35
45.04,14.11,13.91,0.35
45.05,14.11,13.91,0.35
45.05,14.11,13.91,0.35
45.06,14.11,13.91,0.35
45.06,14.11,13.91,0.35
45.06,14.11,13.91,0.35
45.07,14.11,13.91,0.35
45.08,14.11,13.91,0.35
45.08,14.11,13.91,0.35
45.08,14.11,13.91,0.35
45.09,14.11,13.91,0.35
45.09,14.11,13.91,0.35
45.1,14.11,13.91,0.35
45.1,14.11,13.91,0.35
45.11,14.11,13.91,0.35
45.11,14.11,13.91,0.35
45.12,14.11,13.91,0.35
45.12,14.11,13.91,0.35
45.13,14.11,13.91,0.35
45.13,14.11,13.91,0.35
45.14,14.11,13.91,0.35
45.14,14.11,13.91,0.35
45.15,14.11,13.91,0.35
45.15,14.11,13.91,0.35
45.16,14.11,13.91,0.35
45.16,14.11,13.91,0.35
45.17,14.11,13.91,0.35
45.17,14.11,13.91,0.35
45.18,14.11,13.91,0.35
45.18,14.11,13.91,0.35
45.19,14.11,13.91,0.35
45.19,14.11,13.91,0.35
45.2,14.11,13.91,0.35
45.2,14.11,13.91,0.35
45.21,14.11,13.91,0.35
45.21,14.11,13.91,0.35
45.22,14.11,13.91,0.35
45.22,14.11,13.91,0.35
45.23,14.11,13.91,0.35
45.23,14.11,13.91,0.35
45.24,14.11,13.91,0.35
45.24,14.11,13.91,0.35
45.25,14.11,13.91,0.35
45.25,14.11,13.91,0.35
45.26,14.11,13.91,0.35
45.26,14.11,13.91,0.35
45.27,14.11,13.91,0.35
45.27,14.11,13.91,0.35
